"year","month","state","primary_mode","etiology","etiology_status","setting","illnesses","hospitalizations","deaths","food_contaminated_ingredient","ifsac_category","water_exposure","etiology_category","setting_category"
2013,1,"Virginia","Person-to-person","Norovirus","Suspected","School/college/university",17,0,0,,,,"Viral","School"
2013,1,"Virginia","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",24,0,0,,,,"Viral","Healthcare"
2013,1,"Virginia","Person-to-person","Norovirus","Confirmed","Long-term care/nursing home/assisted living facility",29,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","School/college/university",24,0,0,,,,"Viral","School"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",15,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",14,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Hospital",32,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",66,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",21,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",68,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","School/college/university",43,0,0,,,,"Viral","School"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",37,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Child daycare/preschool",11,0,0,,,,"Viral","School"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",42,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",25,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",2,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Hospital",6,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","School/college/university",47,0,0,,,,"Viral","School"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","School/college/university",6,0,0,,,,"Viral","School"
2013,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Other",30,0,0,,,,"Viral","Other"
2013,1,"Idaho","Water","Mycobacterium abscessus","Confirmed","Fee-based facility/membership club",11,0,0,,,"Recreational water -- treated","Bacterial","Other"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",92,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Campylobacter;Clostridium","Suspected;Suspected","",2,0,0,,,,"Bacterial","Unknown"
2013,1,"New York","Person-to-person","Salmonella","Suspected","",2,0,0,,,,"Bacterial","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",12,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",20,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",6,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",23,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",19,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",9,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",17,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",8,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",21,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",15,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",46,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",6,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",38,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",85,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",15,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",3,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Clostridium","Suspected","",8,0,0,,,,"Bacterial","Unknown"
2013,1,"New York","Person-to-person","Clostridium","Suspected","",8,0,0,,,,"Bacterial","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",82,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",52,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",25,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",4,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",30,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",23,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","","","",83,0,0,,,,"Unknown","Unknown"
2013,1,"New York","Person-to-person","Salmonella","Suspected","",2,0,0,,,,"Bacterial","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",99,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",62,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",24,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Clostridium","Suspected","",10,0,0,,,,"Bacterial","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",18,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",161,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",39,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",38,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",36,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",18,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",15,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",38,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",9,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",33,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",7,0,0,,,,"Viral","Unknown"
2013,1,"New York","Person-to-person","Norovirus","Suspected","",60,0,0,,,,"Viral","Unknown"
2013,1,"Wisconsin","Person-to-person","","","Child daycare/preschool",23,0,0,,,,"Unknown","School"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","School/college/university",44,0,0,,,,"Viral","School"
2013,1,"Maine","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",40,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Food","Norovirus Genogroup II","Suspected","Restaurant: Sit-down dining",15,0,0,,"Multiple",,"Viral","Food Service"
2013,1,"Wisconsin","Food","Salmonella enterica","Confirmed","Long-term care/nursing home/assisted living facility",3,1,0,,,,"Bacterial","Healthcare"
2013,1,"Alabama","Indeterminate/unknown","Norovirus Genogroup II","Confirmed","Restaurant",3,0,0,,,,"Viral","Food Service"
2013,1,"Maryland","Food","","","Restaurant: Sit-down dining",8,0,0,,,,"Unknown","Food Service"
2013,1,"Hawaii","Indeterminate/unknown","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",57,0,0,,,,"Viral","Healthcare"
2013,1,"Hawaii","Food","","","",3,0,0,"squid/calamari","Mollusks",,"Unknown","Unknown"
2013,1,"Hawaii","Indeterminate/unknown","","","Hotel/motel",19,0,0,,,,"Unknown","Hotel/Resort"
2013,1,"Hawaii","Indeterminate/unknown","Norovirus Genogroup II;Norovirus Genogroup II","Suspected;Confirmed","Long-term care/nursing home/assisted living facility",4,0,0,,,,"Viral","Healthcare"
2013,1,"Hawaii","Food","Scombroid toxin","Suspected","Other",3,0,0,"fish, tuna","Fish",,"Chemical","Other"
2013,1,"Hawaii","Indeterminate/unknown","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Confirmed","Hospital",16,0,0,,,,"Viral","Healthcare"
2013,1,"Washington","Food","","","Restaurant: Sit-down dining",4,0,0,,"Mollusks",,"Unknown","Food Service"
2013,1,"West Virginia","Person-to-person","","","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Unknown","Healthcare"
2013,1,"Pennsylvania","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",33,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",37,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",55,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","",19,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",22,1,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",8,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Other",11,3,0,,,,"Viral","Other"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",19,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",10,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup I","Suspected","",49,6,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",26,9,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",24,1,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",18,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",43,1,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","",13,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Confirmed","",17,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",17,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",28,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Indeterminate/unknown","Salmonella enterica","Confirmed","",24,0,0,,,,"Bacterial","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",46,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",9,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",14,2,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",53,2,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",30,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",40,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",42,2,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",37,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",28,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",44,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","Other",77,3,0,,,,"Viral","Other"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Other",6,0,0,,,,"Viral","Other"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",50,1,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",32,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",50,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",65,1,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",53,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",41,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",13,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",5,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",44,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",17,1,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",14,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",67,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",67,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",22,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","",20,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup I","Suspected","",54,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",23,0,1,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",9,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",57,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Confirmed","",22,4,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",3,0,0,,,,"Viral","Healthcare"
2013,1,"Illinois","Person-to-person","Norovirus Genogroup II","Suspected","",43,7,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",36,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","",68,0,0,,,,"Viral","Unknown"
2013,1,"Illinois","Water","Pseudomonas aeruginosa;Pseudomonas aeruginosa","Confirmed;Confirmed","Office/indoor workplace",30,7,0,,,"Drinking water","Bacterial","Other"
2013,1,"Kentucky","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",23,0,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Indeterminate/unknown","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",36,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",62,1,1,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",24,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus unknown;Norovirus Genogroup II","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",91,2,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",24,0,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",40,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",33,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",69,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",30,5,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",62,0,1,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",49,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",33,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",85,0,1,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",21,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",26,2,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",15,0,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",22,0,2,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",28,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",94,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",56,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",6,1,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",40,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",27,1,1,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",36,1,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",25,0,0,,,,"Viral","Healthcare"
2013,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Unknown","Healthcare"
2013,1,"Washington","Food","Norovirus unknown","Suspected","Caterer",14,0,0,,,,"Viral","Food Service"
2013,1,"Kentucky","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",16,0,0,,,,"Unknown","Healthcare"
2013,1,"Kentucky","Indeterminate/unknown","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",59,2,1,,,,"Viral","Healthcare"
2013,1,"California","Food","Norovirus unknown","Suspected","Restaurant: Sit-down dining",47,0,0,,"Multiple",,"Viral","Food Service"
2013,1,"North Dakota","Food","","","Restaurant: Sit-down dining",4,0,0,,,,"Unknown","Food Service"
2013,1,"Kentucky","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",34,0,0,,,,"Unknown","Healthcare"
2013,1,"Indiana","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",24,2,0,,,,"Viral","Healthcare"
2013,1,"Delaware","Person-to-person","Norovirus Genogroup II","Suspected","",17,0,0,,,,"Viral","Unknown"
2013,1,"Delaware","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2013,1,"Pennsylvania","Indeterminate/unknown","Norovirus","Suspected","Hospital",9,0,0,,,,"Viral","Healthcare"
2013,1,"Pennsylvania","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",44,0,0,,,,"Viral","Healthcare"
2013,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",20,0,0,,,,"Unknown","Healthcare"
2013,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",64,1,0,,,,"Unknown","Healthcare"
2013,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Unknown","Healthcare"
2013,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",9,1,0,,,,"Unknown","Healthcare"
2013,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",29,0,0,,,,"Unknown","Healthcare"
2013,1,"Georgia","Food","","","Restaurant: Sit-down dining",2,0,0,,,,"Unknown","Food Service"
2013,1,"North Carolina","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",31,0,0,,,,"Viral","Healthcare"
2013,1,"North Carolina","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",31,1,0,,,,"Viral","Healthcare"
2013,1,"Kentucky","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Unknown","Healthcare"
2013,1,"Missouri","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",38,3,0,,,,"Viral","Healthcare"
2013,1,"Arizona","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",20,0,0,,,,"Viral","Healthcare"
2013,1,"Multistate","Food","Salmonella enterica","Confirmed","",8,1,0,,"Nuts-seeds",,"Bacterial","Unknown"
2013,1,"Kentucky","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",35,0,0,,,,"Unknown","Healthcare"
2013,1,"Wisconsin","Food","Norovirus Genogroup II","Confirmed","Restaurant: Sit-down dining",12,0,0,,,,"Viral","Food Service"
2013,1,"Texas","Person-to-person","Shigella sonnei","Suspected","School/college/university",22,0,0,,,,"Bacterial","School"
2013,1,"Missouri","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",13,0,0,,,,"Viral","Healthcare"
2013,1,"Montana","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",19,1,0,,,,"Viral","Healthcare"
2013,1,"New Mexico","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",32,0,0,,,,"Viral","Healthcare"
2013,1,"Multistate","Food","Salmonella enterica","Confirmed","Private home/residence",84,17,0,,"Seeded Vegetables",,"Bacterial","Home"
2013,1,"North Carolina","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",38,0,0,,,,"Viral","Healthcare"
2013,1,"North Carolina","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",50,1,0,,,,"Viral","Healthcare"
2013,1,"New Mexico","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",36,0,0,,,,"Viral","Healthcare"
2013,1,"New Mexico","Food","Norovirus","Confirmed","Long-term care/nursing home/assisted living facility",13,0,0,,,,"Viral","Healthcare"
2013,1,"New Mexico","Indeterminate/unknown","Norovirus unknown","Confirmed","Other healthcare facility",10,0,0,,,,"Viral","Healthcare"
2013,1,"Rhode Island","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Suspected","Long-term care/nursing home/assisted living facility",61,0,0,,,,"Viral","Healthcare"
2013,1,"Arizona","Person-to-person","Norovirus Genogroup II","Confirmed","",25,0,0,,,,"Viral","Unknown"
2013,1,"Arizona","Person-to-person","Norovirus","Suspected","Correctional/detention facility",26,0,0,,,,"Viral","Institution"
2013,1,"Arizona","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",28,0,0,,,,"Viral","Healthcare"
2013,1,"Massachusetts","Indeterminate/unknown","Salmonella enterica","Confirmed","",3,2,0,,,,"Bacterial","Unknown"
2013,1,"Arizona","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Viral","Healthcare"
2013,1,"Maryland","Food","Norovirus Genogroup II","Confirmed","Caterer",16,0,0,,,,"Viral","Food Service"
2013,1,"West Virginia","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",70,0,0,,,,"Viral","Healthcare"
2013,1,"West Virginia","Person-to-person","","","Hotel/motel",14,0,0,,,,"Unknown","Hotel/Resort"
2013,1,"West Virginia","Person-to-person","","","Long-term care/nursing home/assisted living facility",20,0,0,,,,"Unknown","Healthcare"
2013,1,"West Virginia","Person-to-person","","","Long-term care/nursing home/assisted living facility",27,0,0,,,,"Unknown","Healthcare"
2013,1,"Hawaii","Indeterminate/unknown","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Viral","Healthcare"
2013,1,"Hawaii","Indeterminate/unknown","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2013,1,"Hawaii","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Viral","Healthcare"
